starting_grid,laps,total_laptime,fastestLapTime,fastestLapSpeed,pitstop_count,pitstop_duration,average_quali,lastest_standing,result_position
6,55,2100.369,102.0,195.969,1,21.269,97.7,5,0
7,55,2139.813,102.4,195.303,1,29.724,98.4,8,0
8,55,2146.162,102.7,194.708,1,21.869,98.46666667,11,0
9,55,2153.011,102.6,194.86,1,21.865,98.56666667,10,0
3,58,1773.3,86.5,220.782,1,21.787,82.33333333,4,1
1,58,1778.336,86.4,220.845,1,21.821,82.03333333,3,1
2,58,1779.609,86.4,221.027,1,21.421,82.46666667,2,1
8,58,1780.369,85.9,222.128,1,21.44,82.86666667,1,0
10,58,1801.186,87.0,219.489,1,22.573,83.65,7,0
4,58,1802.245,86.9,219.737,1,20.953,82.6,5,0
7,58,1805.971,87.1,219.23,1,22.628,83.6,9,0
15,58,1807.639,87.0,219.386,1,21.664,82.9,8,0
11,58,1808.221,87.0,219.54,1,22.474,84.0,6,0
9,58,1819.022,87.9,217.079,1,23.868,83.4,12,0
12,58,1820.117,87.6,217.849,1,22.327,84.15,11,0
14,58,1833.578,87.6,217.931,1,21.854,84.65,10,0
18,58,1849.059,88.8,215.085,1,22.242,84.6,15,0
13,58,1851.588,88.5,215.688,2,21.397,84.35,14,0
1,57,1921.9,94.5,206.274,1,24.524,88.46666667,7,1
3,57,1922.599,93.7,207.842,1,26.105,88.73333333,1,1
9,57,1928.412,94.0,207.371,1,24.302,88.7,2,1
5,57,1984.134,94.9,205.382,1,24.835,89.73333333,11,0
6,57,1996.946,94.3,206.549,2,24.629,89.53333333,5,0
7,57,2020.924,94.7,205.807,2,24.382,89.7,9,0
6,56,2136.4,95.8,204.871,2,22.691,92.83333333,1,1
3,56,2145.294,97.0,202.332,1,22.097,92.2,6,1
2,56,2146.037,96.5,203.446,1,22.913,92.0,3,1
4,56,2153.385,96.9,202.559,1,22.464,92.3,4,0
5,56,2156.836,96.2,203.974,2,22.596,92.5,2,0
7,56,2157.452,96.9,202.553,2,23.297,92.83333333,5,0
13,56,2167.039,97.2,201.818,1,24.11,93.3,7,0
1,56,2171.686,97.5,201.311,1,23.009,91.9,9,0
9,56,2172.163,97.8,200.744,2,23.117,93.03333333,11,0
11,56,2175.994,98.2,199.93,1,22.973,93.2,14,0
12,56,2180.45,98.0,200.271,2,22.637,93.35,12,0
8,56,2181.125,97.7,200.911,2,22.334,93.06666667,10,0
14,56,2185.773,98.1,199.961,1,23.73,93.65,13,0
18,56,2191.89,98.5,199.224,1,22.661,94.3,17,0
16,56,2194.641,98.6,198.973,2,22.723,94.1,18,0
20,56,2199.004,98.4,199.455,1,22.785,94.9,16,0
10,56,2201.696,97.4,201.453,1,22.981,92.86666667,8,0
17,56,2202.73,98.4,199.493,1,23.95,94.1,15,0
19,56,2218.975,98.8,198.603,1,23.392,94.5,19,0
2,51,2624.3,105.4,205.012,1,20.377,102.3666667,2,1
6,51,2626.76,106.5,202.874,2,21.149,102.5,7,1
8,51,2628.324,106.2,203.48,2,26.174,103.3,6,1
1,51,2629.629,105.5,204.783,1,20.037,102.4333333,4,0
9,51,2631.815,106.9,202.242,2,20.967,103.4333333,9,0
13,51,2633.458,107.4,201.212,1,21.058,103.95,11,0
12,51,2635.231,107.4,201.126,2,21.371,104.0,12,0
10,51,2636.846,106.8,202.319,1,19.737,104.0,8,0
16,51,2638.452,107.7,200.72,3,20.76,104.5,13,0
19,51,2642.33,108.3,199.567,2,20.809,117.4,17,0
18,51,2642.812,107.9,200.239,4,14.998,105.5,14,0
17,51,2649.02,108.0,200.035,1,20.782,104.5,15,0
15,51,2664.963,108.2,199.813,2,21.778,104.25,16,0
1,66,2130.0,79.1,211.77,1,22.085,77.0,3,1
2,66,2150.593,79.5,210.85,1,23.213,77.0,5,1
5,66,2156.873,79.4,210.999,1,21.74,77.16666667,4,1
3,66,2157.584,79.1,211.783,1,22.054,76.7,2,0
6,66,2180.058,78.4,213.638,1,21.618,77.33333333,1,0
1,78,2574.8,75.6,158.984,1,24.542,71.36666667,5,1
2,78,2582.136,76.1,157.933,1,23.964,71.63333333,7,1
3,78,2591.813,76.3,157.508,1,23.739,71.76666667,8,1
4,78,2592.927,76.4,157.257,1,24.263,71.76666667,10,0
5,78,2593.622,76.3,157.422,1,24.02,71.93333333,9,0
6,78,2598.467,77.0,155.96,1,24.663,72.43333333,14,0
10,78,2599.131,77.1,155.815,1,24.296,72.46666667,15,0
11,78,2599.639,76.1,157.941,1,25.213,72.75,6,0
8,78,2643.813,77.5,155.027,1,24.874,72.43333333,18,0
16,78,2644.664,76.9,156.145,1,24.291,73.3,12,0
9,78,2645.261,77.5,154.917,1,29.379,72.4,19,0
19,78,2649.623,77.5,155.057,1,24.237,73.4,17,0
1,68,1711.4,74.0,212.26,1,23.529,71.33333333,2,1
2,68,1718.776,74.0,212.179,1,23.775,71.43333333,3,1
3,68,1719.76,73.9,212.547,1,23.137,71.46666667,1,1
6,68,1732.292,74.2,211.701,1,23.279,71.66666667,5,0
4,68,1732.959,74.2,211.633,1,23.335,71.5,6,0
5,68,1738.584,74.1,211.941,1,23.645,71.46666667,4,0
1,53,1811.4,94.5,222.531,1,24.31,90.63333333,5,1
4,53,1818.49,94.3,223.083,1,24.395,91.0,2,1
6,53,1837.288,94.4,222.792,1,24.289,91.16666667,3,1
5,53,1846.136,95.4,220.494,1,24.309,91.43333333,7,0
3,53,1873.335,94.5,222.587,2,31.029,91.0,4,0
9,53,1890.764,95.4,220.395,1,25.419,92.2,8,0
2,53,1892.032,94.2,223.201,1,27.955,91.03333333,1,0
7,53,1898.584,95.6,219.904,1,25.423,92.16666667,9,0
12,53,1903.389,95.9,219.365,1,25.016,92.5,11,0
8,53,1905.273,96.0,219.127,1,25.026,92.4,12,0
4,71,1316.0,67.4,230.491,1,21.214,64.03333333,4,1
3,71,1317.504,67.0,232.16,1,21.552,63.96666667,1,1
6,71,1319.181,67.1,231.728,1,23.912,63.76666667,2,1
2,52,1649.8,90.7,233.831,2,28.174,86.3,1,1
1,52,1652.064,91.2,232.424,1,28.982,86.33333333,3,1
3,52,1653.452,90.8,233.576,2,28.985,86.66666667,2,1
4,52,1658.683,91.4,232.089,1,27.894,86.53333333,4,0
6,52,1659.3,91.6,231.551,2,28.001,87.5,5,0
11,52,1678.02,93.4,227.049,1,28.719,87.95,7,0
10,52,1679.73,93.6,226.562,1,29.41,88.1,13,0
13,52,1680.915,93.5,226.862,2,28.085,88.15,10,0
7,52,1682.988,93.6,226.567,1,28.45,87.66666667,12,0
12,52,1684.508,93.5,226.887,1,28.651,88.05,9,0
17,52,1685.574,93.6,226.695,1,28.284,89.1,11,0
14,52,1688.929,93.5,226.904,1,28.676,88.35,8,0
18,52,1697.913,94.6,224.134,1,28.224,89.3,18,0
14,67,1949.8,75.5,217.968,1,18.978,73.0,1,1
2,67,1954.335,75.7,217.461,1,19.188,72.2,2,1
3,67,1956.532,76.0,216.691,1,19.647,72.1,4,1
4,67,1957.454,75.9,217.085,3,19.087,72.36666667,3,0
7,67,1976.409,77.9,211.351,1,19.584,73.0,16,0
6,67,1978.671,76.7,214.641,3,19.752,72.73333333,5,0
10,67,1980.356,77.9,211.468,1,25.13,73.1,15,0
15,67,1981.55,77.9,211.267,1,19.57,73.7,17,0
13,67,1982.162,77.7,211.8,1,18.84,73.65,12,0
17,67,1983.997,77.7,211.974,1,19.309,74.0,9,0
5,67,1984.719,77.7,211.93,1,19.818,72.6,10,0
8,67,1992.869,77.4,212.661,2,19.637,73.0,7,0
19,67,1996.417,77.5,212.368,2,19.621,74.4,8,0
1,70,2236.4,81.1,194.454,1,21.48,88.1,4,1
4,70,2253.523,80.1,197.007,1,23.111,87.16666667,2,1
3,70,2256.501,80.3,196.428,2,21.829,88.83333333,3,1
12,70,2282.819,80.0,197.115,1,21.364,87.45,1,0
2,70,2286.4,81.7,192.957,1,21.337,88.36666667,8,0
6,70,2309.673,81.7,193.078,1,21.684,89.16666667,7,0
2,44,1414.5,106.6,236.435,1,19.582,107.8,2,1
1,44,1425.561,106.7,236.264,1,19.372,107.6,3,1
7,44,1445.872,106.9,235.767,1,19.942,109.5333333,4,1
19,44,1478.105,106.3,237.231,1,20.349,102.5,1,0
4,44,1485.523,108.1,233.293,1,19.667,109.6333333,7,0
3,44,1494.02,108.1,233.298,1,19.582,109.7333333,6,0
5,44,1500.453,108.3,232.856,1,20.28,109.5666667,8,0
9,44,1502.139,107.9,233.602,1,20.021,110.6666667,5,0
10,44,1520.392,108.6,232.202,1,20.136,104.0,9,0
3,53,1014.5,82.5,252.794,1,23.728,79.96666667,1,1
1,53,1023.205,83.5,249.713,1,23.862,79.86666667,4,1
4,53,1028.566,82.9,251.544,1,23.763,80.5,3,1
2,53,1030.651,82.5,252.77,2,24.301,79.8,2,0
5,53,1032.708,83.6,249.432,1,24.003,80.76666667,6,0
1,61,3071.6,102.9,177.108,1,28.946,97.56666667,2,1
2,61,3080.561,103.3,176.368,1,29.681,97.43333333,5,1
3,61,3111.584,104.7,174.137,1,28.722,97.56666667,6,1
4,61,3123.53,104.7,174.052,1,28.542,97.76666667,8,0
5,61,3124.601,104.7,174.061,1,29.513,97.5,7,0
6,61,3125.582,103.1,176.753,1,28.779,97.53333333,3,0
11,61,3174.601,103.2,176.677,1,29.922,98.8,4,0
2,53,1645.2,95.9,219.492,1,29.551,92.16666667,2,1
1,53,1647.745,95.9,219.617,1,29.794,92.36666667,1,1
3,53,1652.687,96.0,219.322,1,29.798,92.8,3,1
4,53,1661.743,96.6,217.913,1,29.531,92.86666667,6,0
19,53,1676.216,96.3,218.655,1,29.37,93.0,4,0
18,53,1725.651,96.3,218.514,1,37.446,93.2,5,0
7,53,1743.59,98.1,214.59,1,30.397,93.6,9,0
1,53,1637.1,92.8,225.307,1,22.614,88.16666667,2,1
2,53,1650.019,93.1,224.521,1,22.777,88.46666667,3,1
3,53,1651.395,93.4,223.903,1,28.789,89.13333333,6,1
15,53,1656.595,93.2,224.336,1,22.864,89.8,4,0
4,53,1688.098,94.2,221.869,1,22.781,89.23333333,12,0
8,53,1706.973,92.3,226.447,1,22.748,89.83333333,1,0
9,53,1716.479,94.1,222.223,1,23.635,92.33333333,9,0
5,53,1724.298,94.8,220.551,1,23.692,89.73333333,15,0
11,53,1725.155,94.7,220.821,1,23.316,89.83333333,14,0
2,56,2058.6,98.5,201.527,1,23.714,93.3,5,1
18,56,2059.881,98.2,202.011,1,23.446,94.8,2,1
1,56,2060.942,97.4,203.782,1,23.693,93.26666667,1,1
5,56,2076.822,98.3,201.941,1,24.449,93.33333333,3,0
3,56,2083.344,98.5,201.551,1,23.478,93.6,4,0
7,56,2145.81,99.5,199.369,1,24.681,94.56666667,8,0
11,56,2153.594,99.9,198.75,1,29.319,94.75,11,0
2,71,2308.9,79.2,195.67,2,22.088,75.4,2,1
4,71,2326.216,79.5,194.844,2,21.777,75.6,4,1
6,71,2358.814,80.3,192.874,1,22.017,75.9,5,1
3,71,2387.638,80.7,191.933,1,22.269,75.4,8,0
1,71,1629.1,71.8,216.065,1,22.641,67.86666667,7,1
5,71,1630.569,71.6,216.72,1,23.432,68.0,4,1
4,71,1633.864,71.8,216.143,1,22.766,68.0,6,1
11,71,1634.293,71.3,217.434,1,23.3,68.13333333,3,0
3,71,1652.043,70.5,219.909,2,22.727,67.86666667,1,0
2,71,1656.097,70.8,219.005,1,22.551,67.9,2,0
7,71,1673.299,72.1,215.204,1,23.593,68.5,8,0
8,71,1680.33,72.4,214.372,1,23.403,68.46666667,12,0
10,71,1681.957,72.2,214.835,1,23.115,68.6,10,0
1,55,2380.4,101.4,197.267,1,21.283,95.76666667,5,1
3,55,2382.981,100.9,198.225,1,22.63,96.06666667,1,1
6,55,2393.106,101.9,196.198,1,21.057,96.3,6,1
5,55,2395.779,101.2,197.477,1,21.061,96.5,3,0
2,55,2428.357,101.0,198.056,2,21.289,96.06666667,2,0
11,55,2452.948,101.4,197.278,1,21.964,97.4,4,0
8,55,2471.189,102.9,194.354,1,21.828,96.63333333,10,0
14,55,2471.675,102.8,194.467,1,22.112,97.4,8,0
2,58,1527.3,85.6,223.075,1,22.014,81.4,1,1
1,58,1548.186,86.1,221.839,1,21.515,81.16666667,2,1
4,58,1549.82,86.3,221.327,1,21.157,81.96666667,3,1
3,58,1584.409,88.0,217.054,1,21.995,82.0,8,0
5,58,1585.503,86.9,219.621,1,22.306,81.7,4,0
7,58,1614.456,88.2,216.493,1,22.388,82.26666667,9,0
3,57,2061.3,93.5,208.314,1,24.255,88.7,2,1
4,57,2064.28,94.2,206.808,2,24.433,88.86666667,3,1
1,57,2067.431,93.4,208.575,2,24.358,88.13333333,1,1
5,57,2067.708,95.3,204.417,1,24.199,89.16666667,9,0
2,57,2097.368,94.9,205.313,2,24.212,88.43333333,4,0
9,57,2107.054,95.8,203.422,1,24.175,89.23333333,12,0
8,57,2108.77,95.6,203.822,2,25.621,89.5,11,0
13,57,2119.394,95.3,204.46,2,24.484,89.7,8,0
12,57,2123.997,96.8,201.372,2,24.842,89.5,16,0
14,57,2124.996,96.3,202.254,2,26.798,89.85,14,0
16,57,2125.899,95.2,204.575,2,24.88,90.0,7,0
2,56,1926.4,95.9,204.642,1,22.644,92.1,5,1
1,56,1932.952,94.9,206.842,1,22.196,91.96666667,4,1
3,56,1940.174,94.8,206.921,2,22.316,92.53333333,2,1
5,56,1954.027,96.1,204.108,2,22.365,92.6,6,0
4,56,1957.676,94.9,206.869,1,22.921,92.3,3,0
6,56,2015.707,94.7,207.126,1,22.301,93.23333333,1,0
1,51,1912.9,104.0,207.748,1,20.006,101.3333333,2,1
2,51,1914.424,104.2,207.465,1,19.993,101.2666667,3,1
3,51,1924.639,104.6,206.546,1,19.981,101.5666667,4,1
4,51,1930.393,104.8,206.221,1,20.973,101.4,5,0
8,51,1982.007,103.0,209.795,2,19.857,101.7,1,0
5,51,1989.316,105.5,204.795,1,20.939,101.9,7,0
9,51,1996.726,105.8,204.247,1,19.755,102.15,10,0
7,51,2013.168,105.4,205.047,1,19.819,102.1333333,6,0
13,51,2016.716,106.0,203.858,1,23.099,102.6,12,0
2,66,2150.4,78.5,213.499,1,22.265,76.43333333,1,1
1,66,2154.474,78.7,212.835,2,22.018,76.1,2,1
4,66,2158.079,79.8,210.081,1,22.417,76.76666667,3,1
3,66,2159.567,79.8,209.947,2,21.643,76.8,4,0
5,66,2163.761,80.0,209.469,2,21.638,76.9,5,0
6,66,2169.976,80.5,208.08,2,22.095,77.16666667,6,0
8,66,2178.559,80.8,207.478,1,22.025,77.3,9,0
12,66,2182.742,80.9,207.249,1,21.468,77.7,10,0
9,66,2183.456,80.7,207.591,1,22.049,77.56666667,8,0
7,66,2185.041,81.1,206.743,1,22.379,77.33333333,12,0
11,66,2185.845,81.0,206.817,1,23.591,77.6,11,0
13,66,2187.158,80.6,207.876,1,22.379,77.93333333,7,0
0,66,2189.641,81.3,206.171,1,22.193,78.4,13,0
14,66,2192.203,81.4,205.917,1,22.342,77.95,14,0
15,66,2197.277,81.9,204.717,1,22.781,78.1,16,0
18,66,2198.091,81.8,204.782,1,22.381,78.7,15,0
1,78,2608.4,76.2,157.721,1,24.266,70.83333333,6,1
4,78,2611.002,76.3,157.494,1,24.483,71.16666667,9,1
2,78,2611.562,75.2,159.828,2,24.776,70.86666667,2,1
3,78,2613.937,76.2,157.593,1,24.011,70.93333333,7,0
8,78,2618.346,74.3,161.73,2,23.858,71.4,1,0
9,78,2661.854,75.9,158.295,1,23.795,71.63333333,5,0
7,78,2662.974,76.3,157.471,1,24.023,71.43333333,10,0
10,78,2663.6,75.6,158.89,1,25.062,71.7,3,0
6,78,2669.294,75.7,158.701,1,24.269,71.5,4,0
13,78,2669.434,76.7,156.531,1,24.219,71.9,16,0
12,78,2675.201,76.4,157.214,1,25.026,71.75,13,0
2,70,1747.1,74.8,209.851,1,23.662,70.96666667,4,1
1,70,1750.758,74.9,209.677,1,23.782,70.83333333,5,1
3,70,1751.796,74.4,211.14,1,23.732,71.1,2,1
6,70,1798.143,73.1,214.833,2,23.456,71.13333333,1,0
9,70,1804.755,74.8,209.98,1,23.426,71.7,3,0
1,53,1471.2,92.8,226.717,1,30.186,89.46666667,2,1
2,53,1489.256,93.6,224.725,1,30.412,89.53333333,3,1
3,53,1490.185,93.8,224.146,1,30.203,89.76666667,4,1
4,53,1506.105,94.2,223.351,1,30.118,90.26666667,5,0
7,53,1533.996,92.7,226.775,1,30.044,90.13333333,1,0
6,53,1566.662,94.6,222.408,1,29.92,90.3,6,0
2,71,1321.8,67.5,230.378,1,21.11,63.66666667,1,1
1,71,1324.524,68.0,228.62,1,21.878,63.5,3,1
3,71,1340.76,68.6,226.716,1,22.552,63.83333333,7,1
9,71,1341.41,67.7,229.694,2,22.251,64.05,2,0
4,71,1344.605,68.0,228.432,1,30.067,63.63333333,5,0
2,52,1268.5,87.4,242.735,1,28.905,85.46666667,1,1
1,52,1293.428,87.4,242.633,2,28.177,85.53333333,2,1
3,52,1298.617,89.3,237.452,2,28.348,85.4,5,1
5,52,1303.192,89.5,236.839,1,27.905,85.96666667,8,0
4,52,1307.958,89.3,237.561,1,27.827,85.6,4,0
13,52,1322.139,89.8,236.277,1,27.98,86.4,11,0
7,52,1322.901,89.6,236.628,2,28.381,86.3,9,0
12,52,1334.04,90.0,235.551,1,28.364,86.55,14,0
17,52,1335.22,89.9,235.875,2,28.811,86.7,12,0
10,52,1341.233,89.9,235.773,1,28.926,86.46666667,13,0
8,52,1342.781,89.6,236.596,2,27.919,86.23333333,10,0
9,52,1344.117,90.9,233.378,1,28.954,86.4,15,0
18,52,1349.586,89.4,237.248,2,29.074,86.8,6,0
2,64,2671.3,76.6,214.839,5,19.062,72.36666667,1,1
14,64,2679.605,77.7,211.9,4,20.671,73.2,6,1
15,64,2680.266,77.8,211.566,5,20.152,73.4,8,0
7,64,2680.883,77.8,211.538,2,19.964,72.9,9,0
16,64,2681.352,77.8,211.514,4,19.931,73.5,10,0
3,70,2103.8,78.5,200.84,2,21.39,75.46666667,2,1
1,70,2121.596,77.1,204.552,2,21.164,75.33333333,1,1
5,70,2165.233,79.8,197.673,1,24.819,75.83333333,4,1
4,70,2169.05,80.5,195.937,1,21.575,75.7,5,0
1,44,1425.7,106.7,236.39,1,22.449,103.0,4,1
3,44,1426.681,106.6,236.577,1,23.497,104.0666667,3,1
4,44,1438.285,106.5,236.832,1,22.579,104.1666667,2,1
2,44,1452.122,106.4,236.957,2,22.786,103.4666667,1,0
17,44,1507.025,107.5,234.537,1,22.506,105.65,5,0
7,44,1510.148,108.8,231.79,1,23.133,105.0333333,13,0
19,44,1515.357,108.1,233.157,1,22.834,106.5,7,0
12,44,1532.339,108.3,232.714,2,23.0,104.9666667,9,0
13,44,1534.868,109.7,229.848,1,22.772,106.4,17,0
16,44,1535.538,108.4,232.697,1,22.774,105.5,10,0
1,53,926.7,83.0,251.235,1,23.833,79.66666667,4,1
3,53,927.535,82.9,251.69,1,23.7,79.86666667,3,1
2,53,961.899,81.8,255.014,2,23.731,79.7,1,1
5,53,972.215,83.5,249.859,1,24.32,80.0,7,0
6,53,984.865,83.6,249.337,1,24.092,80.16666667,8,0
8,53,986.015,83.4,250.165,1,29.83,80.2,6,0
18,53,1000.502,83.8,248.953,1,25.34,81.3,9,0
3,61,3513.7,104.8,173.916,1,29.384,97.16666667,5,1
1,61,3516.341,104.7,174.047,1,29.168,96.96666667,4,1
4,61,3517.521,105.2,173.298,1,28.846,97.46666667,8,1
2,61,3518.308,104.9,173.73,1,28.93,96.96666667,7,0
5,61,3519.819,103.5,176.046,1,29.234,97.16666667,2,0
6,61,3525.363,105.3,173.159,1,28.606,98.13333333,9,0
9,61,3528.469,105.7,172.412,1,30.397,98.16666667,11,0
11,61,3529.247,105.8,172.326,1,32.482,98.9,13,0
8,61,3530.418,105.8,172.333,2,29.152,98.63333333,12,0
10,61,3541.555,105.6,172.553,2,28.96,99.0,10,0
17,61,3549.136,106.3,171.507,1,29.456,100.3,16,0
7,61,3549.674,106.0,172.001,2,30.623,98.23333333,15,0
16,61,3550.119,104.9,173.76,3,29.46,100.0,6,0
14,61,3551.878,104.4,174.634,1,28.799,100.0,3,0
19,61,3560.724,106.8,170.674,1,29.033,101.2,18,0
13,61,3600.222,102.3,178.168,1,29.403,99.8,1,0
2,53,2019.0,95.8,219.847,1,29.751,92.76666667,1,1
4,53,2022.829,96.3,218.58,1,29.436,93.1,3,1
1,53,2024.212,96.2,218.86,2,29.401,92.53333333,2,1
9,53,2033.21,96.9,217.18,1,29.978,92.76666667,5,0
0,53,2057.348,96.8,217.573,1,29.854,99.2,4,0
5,53,2064.889,98.0,214.78,1,30.103,93.73333333,6,0
11,53,2067.728,98.0,214.73,1,30.271,94.15,7,0
7,53,2076.749,98.3,214.166,1,29.29,93.73333333,11,0
13,53,2077.779,98.1,214.539,1,30.509,94.0,8,0
6,53,2078.841,98.5,213.692,2,29.786,93.8,12,0
14,53,2079.821,98.6,213.493,1,30.168,94.25,15,0
19,53,2081.496,98.2,214.325,2,29.571,99.5,9,0
15,53,2087.91,98.6,213.541,1,25.038,94.8,13,0
16,53,2089.076,98.6,213.504,1,29.935,94.25,14,0
12,53,2092.346,98.7,213.309,2,30.227,94.4,16,0
3,52,1306.8,91.9,227.571,1,23.0,87.96666667,4,1
1,52,1320.143,92.1,226.929,2,23.213,88.1,5,1
4,52,1320.658,91.0,229.77,1,23.582,87.93333333,1,1
6,52,1366.337,92.8,225.332,2,23.301,88.5,8,0
7,52,1375.901,93.6,223.434,1,23.476,88.63333333,12,0
3,71,2208.9,79.5,194.993,1,22.269,75.8,4,1
2,71,2210.666,79.4,195.19,1,21.862,75.93333333,3,1
6,71,2212.453,79.5,194.912,1,22.179,76.1,5,1
1,71,2215.268,79.2,195.557,1,22.002,75.86666667,1,0
5,71,2230.299,79.3,195.328,2,22.003,76.03333333,2,0
4,71,2277.707,80.4,192.702,1,24.493,75.6,11,0
11,71,2282.719,80.5,192.512,1,22.357,77.1,12,0
13,71,2283.824,80.1,193.327,1,22.345,77.1,9,0
1,56,2035.7,97.0,204.696,2,23.819,93.0,2,1
5,56,2039.848,98.4,201.6,1,23.943,92.93333333,7,1
3,56,2040.702,98.2,202.077,2,23.444,92.9,5,1
4,56,2087.939,96.2,206.374,2,23.844,92.96666667,1,0
6,56,2113.738,98.0,202.458,2,23.213,93.13333333,3,0
9,56,2126.066,100.6,197.354,1,23.751,93.63333333,14,0
8,56,2126.464,98.1,202.365,1,24.678,93.3,4,0
1,71,1994.7,70.9,218.909,3,22.593,67.73333333,2,1
6,71,2000.777,72.4,214.185,1,22.922,68.83333333,9,1
8,71,2004.152,73.1,212.106,1,23.463,69.06666667,15,0
12,71,2004.901,73.0,212.44,1,23.155,69.05,14,0
11,71,2005.241,72.7,213.278,2,29.491,69.0,11,0
3,71,2005.839,71.1,218.232,1,22.882,68.13333333,3,0
10,71,2005.904,72.3,214.472,2,23.355,68.9,7,0
15,71,2006.229,72.8,212.965,1,23.079,69.15,12,0
16,71,2006.631,72.4,214.304,1,22.759,69.3,8,0
